,cat_id,img,path
0,0035,0035_013.JPG,0035/0035_013.JPG
1,0035,0035_009.JPG,0035/0035_009.JPG
2,0035,0035_000.JPG,0035/0035_000.JPG
3,0035,0035_005.JPG,0035/0035_005.JPG
4,0035,0035_003.JPG,0035/0035_003.JPG
5,0035,0035_011.JPG,0035/0035_011.JPG
6,0035,0035_002.JPG,0035/0035_002.JPG
7,0035,0035_014.JPG,0035/0035_014.JPG
8,0035,0035_006.JPG,0035/0035_006.JPG
9,0035,0035_001.JPG,0035/0035_001.JPG
10,0035,0035_007.JPG,0035/0035_007.JPG
11,0035,0035_010.JPG,0035/0035_010.JPG
12,0035,0035_008.JPG,0035/0035_008.JPG
13,0035,0035_012.JPG,0035/0035_012.JPG
14,0035,0035_004.JPG,0035/0035_004.JPG
15,0329,0329_000.jpg,0329/0329_000.jpg
16,0329,0329_002.jpg,0329/0329_002.jpg
17,0329,0329_007.jpg,0329/0329_007.jpg
18,0329,0329_005.jpg,0329/0329_005.jpg
19,0329,0329_003.jpg,0329/0329_003.jpg
20,0329,0329_004.jpg,0329/0329_004.jpg
21,0329,0329_006.jpg,0329/0329_006.jpg
22,0329,0329_001.jpg,0329/0329_001.jpg
23,0329,0329_009.jpg,0329/0329_009.jpg
24,0329,0329_008.jpg,0329/0329_008.jpg
25,0475,0475_008.jpg,0475/0475_008.jpg
26,0475,0475_031.jpg,0475/0475_031.jpg
27,0475,0475_038.jpg,0475/0475_038.jpg
28,0475,0475_043.jpg,0475/0475_043.jpg
29,0475,0475_029.jpg,0475/0475_029.jpg
30,0475,0475_006.jpg,0475/0475_006.jpg
31,0475,0475_010.jpg,0475/0475_010.jpg
32,0475,0475_002.jpg,0475/0475_002.jpg
33,0475,0475_011.jpg,0475/0475_011.jpg
34,0475,0475_028.jpg,0475/0475_028.jpg
35,0475,0475_052.jpg,0475/0475_052.jpg
36,0475,0475_017.jpg,0475/0475_017.jpg
37,0475,0475_019.jpg,0475/0475_019.jpg
38,0475,0475_040.jpg,0475/0475_040.jpg
39,0475,0475_027.jpg,0475/0475_027.jpg
40,0475,0475_020.jpg,0475/0475_020.jpg
41,0475,0475_049.jpg,0475/0475_049.jpg
42,0475,0475_022.jpg,0475/0475_022.jpg
43,0475,0475_033.jpg,0475/0475_033.jpg
44,0475,0475_044.jpg,0475/0475_044.jpg
45,0475,0475_048.jpg,0475/0475_048.jpg
46,0475,0475_025.jpg,0475/0475_025.jpg
47,0475,0475_001.jpg,0475/0475_001.jpg
48,0475,0475_015.jpg,0475/0475_015.jpg
49,0475,0475_005.jpg,0475/0475_005.jpg
50,0475,0475_034.jpg,0475/0475_034.jpg
51,0475,0475_042.jpg,0475/0475_042.jpg
52,0475,0475_041.jpg,0475/0475_041.jpg
53,0475,0475_024.jpg,0475/0475_024.jpg
54,0475,0475_004.jpg,0475/0475_004.jpg
55,0475,0475_014.jpg,0475/0475_014.jpg
56,0475,0475_036.jpg,0475/0475_036.jpg
57,0475,0475_046.jpg,0475/0475_046.jpg
58,0475,0475_039.jpg,0475/0475_039.jpg
59,0475,0475_032.jpg,0475/0475_032.jpg
60,0475,0475_013.jpg,0475/0475_013.jpg
61,0475,0475_051.jpg,0475/0475_051.jpg
62,0475,0475_016.jpg,0475/0475_016.jpg
63,0475,0475_000.jpg,0475/0475_000.jpg
64,0475,0475_035.jpg,0475/0475_035.jpg
65,0475,0475_021.jpg,0475/0475_021.jpg
66,0475,0475_023.jpg,0475/0475_023.jpg
67,0475,0475_018.jpg,0475/0475_018.jpg
68,0475,0475_009.jpg,0475/0475_009.jpg
69,0475,0475_012.jpg,0475/0475_012.jpg
70,0475,0475_007.jpg,0475/0475_007.jpg
71,0475,0475_026.jpg,0475/0475_026.jpg
72,0475,0475_045.jpg,0475/0475_045.jpg
73,0475,0475_003.jpg,0475/0475_003.jpg
74,0475,0475_030.jpg,0475/0475_030.jpg
75,0475,0475_050.jpg,0475/0475_050.jpg
76,0475,0475_037.jpg,0475/0475_037.jpg
77,0475,0475_047.jpg,0475/0475_047.jpg
78,0190,0190_108.JPG,0190/0190_108.JPG
79,0190,0190_049.JPG,0190/0190_049.JPG
80,0190,0190_040.JPG,0190/0190_040.JPG
81,0190,0190_085.JPG,0190/0190_085.JPG
82,0190,0190_016.JPG,0190/0190_016.JPG
83,0190,0190_127.JPG,0190/0190_127.JPG
84,0190,0190_014.JPG,0190/0190_014.JPG
85,0190,0190_023.JPG,0190/0190_023.JPG
86,0190,0190_121.JPG,0190/0190_121.JPG
87,0190,0190_084.JPG,0190/0190_084.JPG
88,0190,0190_064.JPG,0190/0190_064.JPG
89,0190,0190_112.JPG,0190/0190_112.JPG
90,0190,0190_020.JPG,0190/0190_020.JPG
91,0190,0190_081.JPG,0190/0190_081.JPG
92,0190,0190_101.JPG,0190/0190_101.JPG
93,0190,0190_106.JPG,0190/0190_106.JPG
94,0190,0190_018.JPG,0190/0190_018.JPG
95,0190,0190_092.JPG,0190/0190_092.JPG
96,0190,0190_062.JPG,0190/0190_062.JPG
97,0190,0190_001.JPG,0190/0190_001.JPG
98,0190,0190_024.JPG,0190/0190_024.JPG
99,0190,0190_143.JPG,0190/0190_143.JPG
100,0190,0190_011.JPG,0190/0190_011.JPG
101,0190,0190_061.JPG,0190/0190_061.JPG
102,0190,0190_107.JPG,0190/0190_107.JPG
103,0190,0190_128.JPG,0190/0190_128.JPG
104,0190,0190_000.JPG,0190/0190_000.JPG
105,0190,0190_111.JPG,0190/0190_111.JPG
106,0190,0190_056.JPG,0190/0190_056.JPG
107,0190,0190_025.JPG,0190/0190_025.JPG
108,0190,0190_053.JPG,0190/0190_053.JPG
109,0190,0190_142.JPG,0190/0190_142.JPG
