,cat_id,img,path,format
0,0455,IMG_6935.jpg,0455/0455_357/IMG_6935.jpg,jpg
1,0455,0455_111.heic,0455/0455_111.heic,heic
2,0455,IMG_7724.heic,0455/0455_357/IMG_7724.heic,heic
3,0455,IMG_9541.heic,0455/0455_357/IMG_9541.heic,heic
4,0455,0455_164.heic,0455/0455_164.heic,heic
5,0455,0455_238.heic,0455/0455_238.heic,heic
6,0455,IMG_2922.jpg,0455/0455_357/IMG_2922.jpg,jpg
7,0455,0455_286.heic,0455/0455_286.heic,heic
8,0455,0455_258.heic,0455/0455_258.heic,heic
9,0455,IMG_1258.jpg,0455/0455_357/IMG_1258.jpg,jpg
10,0455,IMG_0680.jpg,0455/0455_357/IMG_0680.jpg,jpg
11,0455,IMG_1581.heic,0455/0455_357/IMG_1581.heic,heic
12,0455,0455_002.jpg,0455/0455_002.jpg,jpg
13,0455,IMG_8863.heic,0455/0455_357/IMG_8863.heic,heic
14,0455,IMG_9586.heic,0455/0455_357/IMG_9586.heic,heic
15,0455,IMG_9581.heic,0455/0455_357/IMG_9581.heic,heic
16,0455,0455_053.jpg,0455/0455_053.jpg,jpg
17,0455,IMG_8536.heic,0455/0455_357/IMG_8536.heic,heic
18,0455,0455_229.heic,0455/0455_229.heic,heic
19,0455,0455_141.heic,0455/0455_141.heic,heic
20,0455,0455_153.heic,0455/0455_153.heic,heic
21,0455,0455_170.heic,0455/0455_170.heic,heic
22,0455,IMG_6316.heic,0455/0455_357/IMG_6316.heic,heic
23,0455,IMG_0792.jpg,0455/0455_357/IMG_0792.jpg,jpg
24,0455,0455_128.heic,0455/0455_128.heic,heic
25,0455,IMG_4639.heic,0455/0455_357/IMG_4639.heic,heic
26,0455,IMG_6938.jpg,0455/0455_357/IMG_6938.jpg,jpg
27,0455,0455_020.jpg,0455/0455_020.jpg,jpg
28,0455,IMG_7722.heic,0455/0455_357/IMG_7722.heic,heic
29,0455,0455_005.jpg,0455/0455_005.jpg,jpg
30,0455,IMG_E6936.jpg,0455/0455_357/IMG_E6936.jpg,jpg
31,0455,IMG_0897.jpg,0455/0455_357/IMG_0897.jpg,jpg
32,0455,IMG_8608.heic,0455/0455_357/IMG_8608.heic,heic
33,0455,0455_126.heic,0455/0455_126.heic,heic
34,0455,IMG_3388.heic,0455/0455_357/IMG_3388.heic,heic
35,0455,IMG_3921.heic,0455/0455_357/IMG_3921.heic,heic
36,0455,0455_129.heic,0455/0455_129.heic,heic
37,0455,0455_003.jpg,0455/0455_003.jpg,jpg
38,0455,0455_085.heic,0455/0455_085.heic,heic
39,0455,IMG_0599.jpg,0455/0455_357/IMG_0599.jpg,jpg
40,0455,IMG_1584.heic,0455/0455_357/IMG_1584.heic,heic
41,0455,IMG_9768.heic,0455/0455_357/IMG_9768.heic,heic
42,0455,0455_320.heic,0455/0455_320.heic,heic
43,0455,IMG_9135.heic,0455/0455_357/IMG_9135.heic,heic
44,0455,0455_302.heic,0455/0455_302.heic,heic
45,0455,0455_189.heic,0455/0455_189.heic,heic
46,0455,0455_192.heic,0455/0455_192.heic,heic
47,0455,IMG_4006.heic,0455/0455_357/IMG_4006.heic,heic
48,0455,IMG_9583.heic,0455/0455_357/IMG_9583.heic,heic
49,0455,0455_222.heic,0455/0455_222.heic,heic
50,0455,0455_074.heic,0455/0455_074.heic,heic
51,0455,0455_056.jpg,0455/0455_056.jpg,jpg
52,0455,IMG_9544.jpg,0455/0455_357/IMG_9544.jpg,jpg
53,0455,0455_305.heic,0455/0455_305.heic,heic
54,0455,IMG_1354.jpg,0455/0455_357/IMG_1354.jpg,jpg
55,0455,0455_211.heic,0455/0455_211.heic,heic
56,0455,0455_040.jpg,0455/0455_040.jpg,jpg
57,0455,IMG_8850.heic,0455/0455_357/IMG_8850.heic,heic
58,0455,0455_341.heic,0455/0455_341.heic,heic
59,0455,IMG_8959.heic,0455/0455_357/IMG_8959.heic,heic
60,0455,0455_323.heic,0455/0455_323.heic,heic
61,0455,0455_169.heic,0455/0455_169.heic,heic
62,0455,IMG_9401.heic,0455/0455_357/IMG_9401.heic,heic
63,0455,0455_343.heic,0455/0455_343.heic,heic
64,0455,0455_091.heic,0455/0455_091.heic,heic
65,0455,0455_119.heic,0455/0455_119.heic,heic
66,0455,IMG_9481.heic,0455/0455_357/IMG_9481.heic,heic
67,0455,0455_197.jpg,0455/0455_197.jpg,jpg
68,0455,0455_328.heic,0455/0455_328.heic,heic
69,0455,0455_072.heic,0455/0455_072.heic,heic
70,0455,IMG_3411.heic,0455/0455_357/IMG_3411.heic,heic
71,0455,IMG_2455.heic,0455/0455_357/IMG_2455.heic,heic
72,0455,IMG_3933.heic,0455/0455_357/IMG_3933.heic,heic
73,0455,IMG_9484.heic,0455/0455_357/IMG_9484.heic,heic
74,0455,0455_218.heic,0455/0455_218.heic,heic
75,0455,0455_208.jpg,0455/0455_208.jpg,jpg
76,0455,0455_325.heic,0455/0455_325.heic,heic
77,0455,IMG_9781.heic,0455/0455_357/IMG_9781.heic,heic
78,0455,0455_200.jpg,0455/0455_200.jpg,jpg
79,0455,IMG_9132.heic,0455/0455_357/IMG_9132.heic,heic
80,0455,IMG_3167.heic,0455/0455_357/IMG_3167.heic,heic
81,0455,IMG_3403.heic,0455/0455_357/IMG_3403.heic,heic
82,0455,0455_345.heic,0455/0455_345.heic,heic
83,0455,0455_009.jpg,0455/0455_009.jpg,jpg
84,0455,IMG_0609.jpg,0455/0455_357/IMG_0609.jpg,jpg
85,0455,IMG_9178.heic,0455/0455_357/IMG_9178.heic,heic
86,0455,0455_219.heic,0455/0455_219.heic,heic
87,0455,0455_081.heic,0455/0455_081.heic,heic
88,0455,IMG_4995.heic,0455/0455_357/IMG_4995.heic,heic
89,0455,0455_014.jpg,0455/0455_014.jpg,jpg
90,0455,IMG_8117.heic,0455/0455_357/IMG_8117.heic,heic
